message,priority,word_count,response_time_hours,customer_rating,department
"Emergency. Hello, Customer data on the booking system appears to have been exposed! This is affecting all customers. Raising this formally. Whenever you get a chance. Not totally sure. Happy to give more information. Let me know. Sorry to bother you with this.",critical,,4.0,,hr
"the warehouse scanners FULL OUTAGE. Hi team, We have a full outage on the warehouse SCANNERS affecting our EU users. We need this ASAP. The whole company is affected. Raising this formally. Thanks.",critical,33,,5,support
"Low priority note. Morning, Just noticed my desk chair looks a bit out of date. No hurry. Let me know if you need more detail. Thank you.",low,27,88.9,,support
"Please take a look. Hi team, Could someone check the API gateway? the night shift reported something odd. Only if you have time. Happy to give more information. Thank you.",medium,30,18.3,,operations
"the CRM <b>problem.</b> Hi team, Errors on the CRM are now stopping the finance team from processing anything. Please treat as top priority. Ticket reference REF-71935. Thank you. Whenever you get a chance.",high,33,1.9,,operations
"Minor thing. Hello, Could someone update the meeting room projector at some point? Let me know if you need more detail. Many thanks.",medium,23,,,support
"Repeated failures. Hello, the booking system is rejecting valid requests and the finance team has no workaround! We need this ASAP. Everyone is impacted. Needs resolving within the hour. Logged this at 15:18 today. Thank you.",high,36,2.6,3,sales
"Question about the CRM. Hi all, We are seeing occasional timeouts on the CRM. Deadline is tonight. Many thanks.",medium,19,,,sales
"Low priority note. Team, Is there any chance we could look at my desk chair eventually? No rush at all! Regards. NEEDS LOOKING AT IMMEDIATELY. !!!",low,26,58.9,,support
"Question about the backup job. Hi, the backup job is running slower than usual for the onboarding team. Deadline is tonight. Thanks.",medium,22,27.0,,support
"When you get a chance. Good morning, No action needed right now, just noting the office plant rota. Whenever you get a chance. Cheers.!!!!!!!",low,24,88.9,5,sales
"Blocked - the mobile app. Hi all, the support desk is blocked because the mobile app keeps timing out. We need this ASAP. Needs resolving within the hour. Low priority I imagine. Regards.",high,33,3.7,,
"Blocked - the login page. Hey, the login page has been unavailable for over an hour and the night shift is affected. We need this fixed by end of day. I can send a screenshot if that helps. Thank you.",high,40,11.8,,sales
"Small suggestion. Team, Is there any chance we could look at the parking spreadsheet eventually? This is time critical. Only if you have time. Cheers.",low,25,89.0,,hr
"the CRM acting up. Morning, A few people in the night shift have mentioned the CRM being awkward. This is time critical. I have flagged this to my manager. I can send a screenshot if that helps. Thank you.",medium,39,41.9,,engineering
"Small suggestion. Hi team, Would be nice to tidy up a typo on the about page when there is time.",low,20,69.1,,finance
"Question about the payment gateway. Hi, the night shift would like an update on the the payment gateway issue from last week. Low priority I imagine. I have restarted my machine already. Appreciate it.",medium,34,46.5,,sales
"the mobile app acting up. Hi all, A few people in the sales team have mentioned the mobile app being awkward. Only if you have time. Could be nothing. Logged this at 14:31 today. Let me know.",medium,37,30.6,4,support
"Small suggestion. Hi all, Just noticed the parking spreadsheet looks a bit out of date. Whenever you get a chance. Let me know.",low,23,66.2,3,finance
  Low priority note. Is there any chance we could look at the parking spreadsheet eventually? Deadline is tonight. Whenever you get a chance. Ticket reference REF-24835. Many thanks.   ,low,28,51.3,,
"Need help with the customer portal. Hi team, the night shift is blocked because the customer portal keeps timing out. We need this ASAP. It might just be me. Thanks.",high,30,10.3,,sales
"the print <b>server</b> acting up. Morning, We are seeing occasional timeouts on the print server. Escalating to the director. Thanks in advance.",,22,17.3,,support
"Minor thing. Hey, Small suggestion about the meeting room projector for whenever you get to it. Low priority I imagine.",low,20,80.3,,support
"  Slow performance. Morning, our EU users would like an update on the the customer portal issue from last week! Thanks in advance.   ",medium,22,16.3,,engineering
Need help with the payment gateway. We have lost access to the payment gateway and the sales team is stuck! This is urgent. Everyone is impacted. Sorry to bother you with this. Happy to give more information. Let me know.,high,,7.8,,engineering
"Question about the email server. Hi team, A few people in all customers have mentioned the email server being awkward. This affects every branch. Whenever you get a chance. Thanks.",,30,25.9,,operations
"  Slow performance. Team, the login page threw an error once this morning but recovered. Not totally sure.   ",medium,17,14.4,,hr
"  Issue report. Morning, the EMAIL server threw an error once this morning but recovered. All users are hitting this. I have restarted my machine already. Thank you. NEEDS LOOKING AT IMMEDIATELY. !!!   ",medium,32,34.0,,engineering
"When you get a chance. Hi all, Is there any chance we could look at the parking spreadsheet eventually?",low,19,70.5,,sales
"Question  about  the  print server. Hey, We are seeing occasional timeouts on the print server. We need this fixed by end of day. THANK you. PLEASE ACTION RIGHT AWAY. !!!",medium,30,41.5,,support
"the checkout page acting up. Morning, We are seeing occasional timeouts on the checkout page. I have restarted my machine already. Many thanks.",medium,,31.0,5,finance
"Slow performance. Team, the email server is running slower than usual for the sales team. Cheers.",medium,,43.4,5,engineering
"OUTAGE - <b>the</b> customer portal. Good morning, We have a full outage on the customer portal affecting the support desk. All users are hitting this. We need this fixed by end of day. Many thanks.",critical,35,2.7,3,engineering
"Low priority note. Hi team, Would be nice to tidy up the coffee machine when there is time. Sorry to bother you with this. Thanks.!!!!!!!",low,25,51.1,,support
"Question about <b>the</b> CRM. Hey, the CRM is running slower than usual for the support desk. Needs looking at immediately. Low priority I imagine. I have restarted my machine already. Appreciate it.",medium,32,,,engineering
"OUTAGE - the email server. Hi all, the email server has been wiped and the backups are failing as well! Needs looking at immediately. The whole company is affected. We need this fixed by end of day. Please escalate this.",critical,40,3.3,5,finance
Repeated failures. the CRM is failing repeatedly and the finance team cannot complete their work! Escalating to the director. Not totally sure. Ticket reference REF-16675.,medium,25,11.7,,hr
Low priority note. Would be nice to tidy up my desk chair when there is time. Whenever you get a chance. Let me know if you need more detail. Thanks in advance.,low,32,92.6,,support
Small suggestion. Just noticed the office plant rota looks a bit out of date. Happy to give more information. Let me know.,low,22,54.7,,support
"Please take a look. Hi all, the whole office would like an update on the the email server issue from last week.",high,22,16.5,,hr
